Id,ReservationTypeId,ReservationTypeName,Courts,Instructors,IsLesson,StartTime,EndTime,CreatedOnUtc,UpdatedOnUtc,CancelledOn,Players,UserDefinedFields
38256773,57948,Reserve Court: Singles,Court #1,REDACTED,False,2025-07-16T15:00:00,2025-07-16T16:00:00,2025-07-15T23:11:04.367,,,REDACTED,[]
38258465,57948,Reserve Court: Singles,Court #6,REDACTED,False,2025-07-21T20:00:00,2025-07-21T22:00:00,2025-07-16T00:05:40.253,,,REDACTED,[]
38258657,52120,Reserve Court: Doubles,Court #4,REDACTED,False,2025-07-16T20:30:00,2025-07-16T22:00:00,2025-07-16T00:13:35.437,2025-07-16T20:42:55.473,,REDACTED,[]
38261983,52120,Reserve Court: Doubles,Court #2,REDACTED,False,2025-07-18T07:00:00,2025-07-18T09:00:00,2025-07-16T02:35:34.63,,,REDACTED,[]
38271691,57948,Reserve Court: Singles,Court #2,REDACTED,False,2025-07-16T17:00:00,2025-07-16T18:00:00,2025-07-16T13:16:08.32,,,REDACTED,[]
38271706,57948,Reserve Court: Singles,Court #2,REDACTED,False,2025-07-16T18:00:00,2025-07-16T19:00:00,2025-07-16T13:16:25.913,,,REDACTED,[]
38272988,52120,Reserve Court: Doubles,Court #6,REDACTED,False,2025-07-17T18:00:00,2025-07-17T20:00:00,2025-07-16T13:57:11.293,2025-07-17T17:49:57.77,,REDACTED,[]
38273822,52120,Reserve Court: Doubles,Court #3,REDACTED,False,2025-07-16T20:00:00,2025-07-16T22:00:00,2025-07-16T14:14:35.37,2025-07-16T22:35:55.543,,REDACTED,[]
38282344,52120,Reserve Court: Doubles,Court #3,REDACTED,False,2025-07-17T11:00:00,2025-07-17T13:00:00,2025-07-16T16:51:59.753,,,REDACTED,[]
38308697,52120,Reserve Court: Doubles,Court #1,REDACTED,False,2025-07-20T09:00:00,2025-07-20T11:00:00,2025-07-17T02:04:57.223,,,REDACTED,[]
38308722,52120,Reserve Court: Doubles,Court #8,REDACTED,False,2025-07-20T07:00:00,2025-07-20T09:00:00,2025-07-17T02:06:06.423,,,REDACTED,[]
38308932,57948,Reserve Court: Singles,Court #4,REDACTED,False,2025-07-17T16:00:00,2025-07-17T18:00:00,2025-07-17T02:16:11.827,2025-07-17T17:01:04.953,,REDACTED,[]
38312961,52120,Reserve Court: Doubles,Court #3,REDACTED,False,2025-07-17T09:00:00,2025-07-17T11:00:00,2025-07-17T11:28:39.867,,,REDACTED,[]
38319490,52120,Reserve Court: Doubles,Court #3,REDACTED,False,2025-07-19T09:30:00,2025-07-19T11:30:00,2025-07-17T14:12:24.77,2025-07-19T09:38:59.303,,REDACTED,[]
38320252,52120,Reserve Court: Doubles,Court #1,REDACTED,False,2025-07-18T07:00:00,2025-07-18T09:00:00,2025-07-17T14:17:06.29,2025-07-18T08:46:32.307,,REDACTED,[]
38337921,52120,Reserve Court: Doubles,Court #3,REDACTED,False,2025-07-18T07:00:00,2025-07-18T09:00:00,2025-07-17T19:32:32.263,,,REDACTED,[]
38339481,52120,Reserve Court: Doubles,Court #5,REDACTED,False,2025-07-17T21:00:00,2025-07-17T23:00:00,2025-07-17T19:50:54.947,,,REDACTED,[]
38351733,84484,Reserve Court: Three Person,Court #1,REDACTED,False,2025-07-20T18:00:00,2025-07-20T20:00:00,2025-07-18T00:55:53.08,2025-07-20T19:05:03.207,,REDACTED,[]
38354128,52120,Reserve Court: Doubles,Court #2,REDACTED,False,2025-07-18T10:30:00,2025-07-18T11:30:00,2025-07-18T02:19:13.903,2025-07-18T12:22:03.503,,REDACTED,[]
38362785,57948,Reserve Court: Singles,Court #3,REDACTED,False,2025-07-18T09:00:00,2025-07-18T10:30:00,2025-07-18T13:03:15.877,2025-07-18T09:25:50.2,,REDACTED,[]
38364590,57948,Reserve Court: Singles,Court #4,REDACTED,False,2025-07-20T08:00:00,2025-07-20T09:00:00,2025-07-18T13:48:23.203,,,REDACTED,[]
38365841,57948,Reserve Court: Singles,Court #4,REDACTED,False,2025-07-20T09:00:00,2025-07-20T10:00:00,2025-07-18T14:16:41.983,2025-07-20T10:33:10.957,,REDACTED,[]
38372416,52120,Reserve Court: Doubles,Court #7,REDACTED,False,2025-07-19T08:00:00,2025-07-19T09:00:00,2025-07-18T15:22:19.65,2025-07-19T07:56:01.83,,REDACTED,[]
38383076,57948,Reserve Court: Singles,Court #1,REDACTED,False,2025-07-19T10:00:00,2025-07-19T12:00:00,2025-07-18T17:44:55.423,,,REDACTED,[]
38385705,84484,Reserve Court: Three Person,Court #2,REDACTED,False,2025-07-18T15:00:00,2025-07-18T16:00:00,2025-07-18T18:40:28.163,2025-07-18T15:21:06.277,,REDACTED,[]
38387674,57948,Reserve Court: Singles,Court #4,REDACTED,False,2025-07-18T15:00:00,2025-07-18T16:00:00,2025-07-18T19:18:33.977,,,REDACTED,[]
38392104,52120,Reserve Court: Doubles,Court #2,REDACTED,False,2025-07-19T08:30:00,2025-07-19T10:30:00,2025-07-18T21:02:17.07,2025-07-19T08:28:15.283,,REDACTED,[]
38395182,52121,Private Lesson,Court #2,REDACTED,True,2025-07-25T14:00:00,2025-07-25T15:00:00,2025-07-18T22:23:43.723,,,REDACTED,[]
38395191,52121,Private Lesson,Court #3,REDACTED,True,2025-07-25T15:00:00,2025-07-25T16:00:00,2025-07-18T22:24:10.06,,,REDACTED,[]
38412421,57948,Reserve Court: Singles,Court #4,REDACTED,False,2025-07-19T13:00:00,2025-07-19T14:30:00,2025-07-19T15:08:15.17,2025-07-19T13:58:12.173,,REDACTED,[]
38418781,52120,Reserve Court: Doubles,Court #6,REDACTED,False,2025-07-20T08:00:00,2025-07-20T10:00:00,2025-07-19T18:07:28.867,2025-07-20T08:10:14.577,,REDACTED,[]
38421593,57948,Reserve Court: Singles,Court #4,REDACTED,False,2025-07-19T15:00:00,2025-07-19T18:00:00,2025-07-19T19:29:32.277,,,REDACTED,[]
